obj,src,value
"Hagon, Rex",howold,Toronto
"Gray, Coleen",wikipedia,Bernice
"Gray, Coleen",howold,Staplehurst
"O'Rourke, P.J.",wikiquote,Iran
"O'Rourke, P.J.",wikipedia,Toledo
"McCall, Davina",wikipedia,Wimbledon
"McCall, Davina",howold,England
"Koppel, Ted",wikiquote,Mobile
"Koppel, Ted",wikipedia,Nelson
"Koppel, Ted",howold,England
"Jason, Sybil",wikipedia,Cape Town
"Jason, Sybil",howold,Cape Town
"Pidgeon, Rebecca",wikipedia,Cambridge
"Head, Anthony",wikipedia,Camden
"Head, Anthony",howold,UK
"Morita, Pat",latimes,Isleton
"Morita, Pat",wikipedia,Isleton
"Morita, Pat",howold,Isleton
"Pettyfer, Alex",wikipedia,Stevenage
"Pettyfer, Alex",popsugar,Butler
"Pettyfer, Alex",howold,Hertfordshire
"Kaczmarek, Jane",wikipedia,Milwaukee
"Kaczmarek, Jane",howold,Globe
"Railsback, Steve",wikipedia,Dallas
"Railsback, Steve",howold,Dallas
"Eriksen, Kaj-Erik",wikipedia,Vancouver
"Eriksen, Kaj-Erik",howold,British Columbia
"Mothersbaugh, Mark",wikipedia,Akron
"Mothersbaugh, Mark",howold,Ohio
"Crowe, Russell",wikiquote,Los Angeles
"Crowe, Russell",popsugar,Wellington
"Crowe, Russell",lifetimetv,Australia
"Crowe, Russell",latimes,Wellington
"Crowe, Russell",wikipedia,Wellington
"Crowe, Russell",howold,New Zealand
"Crowe, Russell",aceshowbiz,Wellington
"Borsato, Marco",wikipedia,Alkmaar
"Baxendale, Helen",wikipedia,Victoria
"Baxendale, Helen",howold,Pontefract
"Wadham, Julian",wikipedia,England
"Stonestreet, Eric",wikipedia,Kansas
"Stonestreet, Eric",howold,Kansas
"Marin, Cheech",wikipedia,Los Angeles
"Marin, Cheech",howold,California
"Light, Judith",wikipedia,Trenton
"Light, Judith",howold,Dallas
"Stevenson, McLean",wikipedia,Normal
"Stevenson, McLean",howold,Normal
"James, Lennie",wikipedia,Nottingham
"James, Lennie",howold,England
"Farmiga, Taissa",wikipedia,New Jersey
"Farmiga, Taissa",howold,New Jersey
"Lagasse, Emeril",wikipedia,Fall River
"Lagasse, Emeril",howold,Fall River
"Peiffer, Arnd",wikipedia,West Germany
"Peiffer, Arnd",howold,Germany
"Grisham, John",wikiquote,Texas
"Grisham, John",wikipedia,Ray
"Grisham, John",howold,Arkansas
"Tewson, Josephine",wikipedia,Hampstead
"Tewson, Josephine",howold,London
"Aiken, Clay",wikiquote,Hollywood
"Aiken, Clay",aceshowbiz,Raleigh
"Aiken, Clay",wikipedia,Raleigh
"Aiken, Clay",howold,North
"Oreiro, Natalia",wikipedia,Montevideo
"Oreiro, Natalia",howold,Argentina
"Spelling, Tori",lifetimetv,California
"Spelling, Tori",wikipedia,Victoria
"Spelling, Tori",popsugar,Los Angeles
"Spelling, Tori",howold,California
"Basu, Bipasha",wikipedia,New Delhi
"Basu, Bipasha",howold,Delhi
"Wilkinson, Jonny",wikipedia,England
"Wilkinson, Jonny",howold,England
"Aldrin, Buzz",wikiquote,Eugene
"Aldrin, Buzz",wikipedia,Eugene
"Aldrin, Buzz",howold,New Jersey
"Masak, Ron",wikipedia,Chicago
"Masak, Ron",howold,Chicago
"Gere, Ashlyn",wikipedia,Cherry Point
"Morales, Esai",wikipedia,Brooklyn
"Morales, Esai",howold,Brooklyn
"Carmack, John",wikiquote,New York
"Carmack, John",wikipedia,Roeland Park
"Fears, Shamari",wikipedia,Detroit
"Fears, Shamari",howold,Detroit
"Yamaguchi, Kristi",wikipedia,Hayward
"Yamaguchi, Kristi",howold,Hayward
"Burnett, Carol",lifetimetv,Hollywood
"Burnett, Carol",latimes,San Antonio
"Burnett, Carol",wikipedia,San Antonio
"Burnett, Carol",howold,Texas
"Abril, Victoria",wikipedia,Victoria
"Abril, Victoria",howold,Spain
Amerie,aceshowbiz,Fitchburg
Amerie,wikipedia,Fitchburg
Amerie,howold,Fitchburg
"Weldon, Joan",wikipedia,San Francisco
"Weldon, Joan",howold,San Francisco
"Chabrol, Claude",wikipedia,France
"Chabrol, Claude",howold,Paris
Pitbull,latimes,Miami
"Guaraldi, Vince",wikipedia,San Francisco
"Guaraldi, Vince",howold,San Francisco
"Cena, John",wikipedia,West Newbury
"Cena, John",howold,West Newbury
"Martins, Peter",wikipedia,Copenhagen
"Martins, Peter",howold,Copenhagen
"Urban, Karl",wikipedia,Wellington
"Urban, Karl",howold,New Zealand
"Patinkin, Mandy",wikiquote,Chicago
"Patinkin, Mandy",wikipedia,Chicago
"Patinkin, Mandy",howold,Chicago
"Geiger, Teddy",wikipedia,Rochester
"Geiger, Teddy",howold,Stockholm
"Martin, Meaghan",wikipedia,Las Vegas
"Plato, Dana",wikipedia,Maywood
"Plato, Dana",howold,Maywood
"Alba, Jessica",aceshowbiz,Pomona
"Alba, Jessica",wikipedia,Pomona
"Alba, Jessica",popsugar,Pomona
"Alba, Jessica",howold,Pomona
"Max, Masuimi",wikipedia,Jacksonville
"Wills, Anne",wikipedia,Wangaratta
"Wills, Anne",howold,Wangaratta
"Bergen, Erich",wikipedia,New York
"Loren, Nick",wikipedia,San Diego
"Loren, Nick",howold,San Diego
"Batra, Pooja",wikipedia,Faizabad
"Batra, Pooja",howold,India
"Seberg, Jean",wikipedia,Marshalltown
"Gentillon, Hugues",wikipedia,Port-au-Prince
"Troughton, David",wikipedia,Hampstead
"Troughton, David",howold,England
"Cassavetes, John",wikipedia,New York
"Cassavetes, John",howold,New York
"North, Oliver",wikiquote,North
"North, Oliver",wikipedia,San Antonio
"North, Oliver",howold,New York
"Dorough, Howie",wikipedia,Orlando
"Dorough, Howie",howold,Orlando
"Powers, Mala",latimes,San Francisco
"Powers, Mala",wikipedia,San Francisco
"Powers, Mala",howold,California
"Ducasse, Alain",wikipedia,France
"Ducasse, Alain",howold,Castel-Sarrazin
"Ledford, Brandy",wikipedia,Denver
"Ledford, Brandy",howold,Colorado
"Zegers, Kevin",wikipedia,Woodstock
"Zegers, Kevin",howold,Woodstock
"Vee, Bobby",wikipedia,Fargo
"Vee, Bobby",howold,North
"Sharp, Keesha",wikipedia,Rochester
"Sharp, Keesha",howold,Brooklyn
"Yen, Donnie",wikipedia,China
"Yen, Donnie",howold,China
"Maura, Carmen",wikipedia,Madrid
"Maura, Carmen",howold,Spain
"Agnihotri, Rati",wikipedia,India
"Agnihotri, Rati",howold,India
"Cera, Michael",wikipedia,Austin
"Cera, Michael",popsugar,Brampton
"Cera, Michael",howold,Brampton
"Allison, Bobby",wikipedia,Miami
"Allison, Bobby",howold,Miami
"Longoria, Eva",aceshowbiz,Texas
"Longoria, Eva",wikipedia,Corpus Christi
"Longoria, Eva",popsugar,Corpus Christi
"Longoria, Eva",howold,Corpus Christi
"Boatman, Michael",wikipedia,Colorado
"Boatman, Michael",howold,New York
"McCallister, Lon",wikipedia,Los Angeles
"McCallister, Lon",howold,California
"Everett, Chad",latimes,South Bend
"Everett, Chad",wikipedia,South Bend
"Everett, Chad",howold,South Bend
"Cartwright, Veronica",wikipedia,Bristol
"Cartwright, Veronica",howold,England
"Zombie, Rob",wikiquote,Mobile
"Zombie, Rob",wikipedia,Haverhill
"Zombie, Rob",howold,Haverhill
"Callas, Charlie",wikipedia,Brooklyn
"Callas, Charlie",howold,Brooklyn
"Poehler, Amy",wikiquote,China
"Poehler, Amy",popsugar,Burlington
"Poehler, Amy",latimes,Meredith
"Poehler, Amy",wikipedia,Newton
"Poehler, Amy",howold,Burlington
"Poehler, Amy",aceshowbiz,Newton
"Avital, Mili",wikipedia,Jerusalem
"Avital, Mili",howold,Jerusalem
"Polis, Joel",wikipedia,Philadelphia
"Chase, Barrie",wikipedia,New York
"Chase, Barrie",howold,New York
"Gwynn, Tony",wikipedia,Los Angeles
"Gwynn, Tony",howold,San Diego
"Selig, Zachary",wikipedia,Seguin
"Selig, Zachary",howold,Texas
"Bono, Sonny",lifetimetv,Detroit
"Bono, Sonny",wikipedia,Detroit
"Bono, Sonny",howold,Detroit
"Marcil, Vanessa",wikipedia,Indio
"Marcil, Vanessa",howold,Indio
"Kimmel, Bruce",wikipedia,Los Angeles
"Kimmel, Bruce",howold,Los Angeles
"Jacobs, Glenn",wikiquote,Tennessee
"Jacobs, Glenn",wikipedia,Madrid
"Calvet, Corinne",wikipedia,Paris
"Calvet, Corinne",howold,Paris
"Pankow, John",wikipedia,Missouri
"Pankow, John",howold,Austin
"Prager, Dennis",wikiquote,Israel
"Prager, Dennis",wikipedia,New York
"Holgate, Ron",wikipedia,Aberdeen
"Holgate, Ron",howold,Aberdeen
"Fifita, Tonga",wikipedia,Tonga
"Fifita, Tonga",howold,Tonga
"Bardot, Brigitte",wikipedia,Paris
"Bardot, Brigitte",howold,Paris
"Savante, Stelio",wikipedia,Cape Town
"Savante, Stelio",howold,Cape Town
"Chabert, Lacey",wikipedia,Purvis
"Chabert, Lacey",howold,Purvis
"Bachmann, Michele",wikiquote,Minnesota
"Bachmann, Michele",wikipedia,Waterloo
"Bachmann, Michele",howold,Minnesota
"Assante, Armand",wikipedia,New York
"Assante, Armand",howold,New York
"Learned, Michael",wikipedia,Washington
"Learned, Michael",howold,Washington
"Reyes, Alisa",wikipedia,New York
"Reyes, Alisa",howold,New York
"Willard, Fred",wikiquote,Ohio
"Willard, Fred",wikipedia,Shaker Heights
"Willard, Fred",howold,Christopher
"Johnson, Boris",wikiquote,Ruislip
"Johnson, Boris",wikipedia,New York
"Johnson, Boris",howold,London
"Virgo, Clement",wikipedia,Montego Bay
"Virgo, Clement",howold,Montego Bay
"Gilliam, Terry",wikiquote,Hollywood
"Gilliam, Terry",wikipedia,Minneapolis
"Gilliam, Terry",howold,Minnesota
"McCartney, Jesse",aceshowbiz,Sofia
"McCartney, Jesse",wikipedia,New York
"McCartney, Jesse",howold,New York
"Boll, Uwe",wikiquote,Wermelskirchen
"Boll, Uwe",wikipedia,Wermelskirchen
"Boll, Uwe",howold,Wermelskirchen
"Pickler, Kellie",aceshowbiz,Albemarle
"Pickler, Kellie",wikipedia,Albemarle
"Pickler, Kellie",popsugar,Albemarle
"Pickler, Kellie",howold,Albemarle
"Oswalt, Patton",wikiquote,Sterling
"Oswalt, Patton",wikipedia,Portsmouth
"Oswalt, Patton",howold,Portsmouth
"Hawking, Stephen",wikiquote,Newton
"Hawking, Stephen",wikipedia,Oxford
"Hawking, Stephen",howold,Cambridge
"Mattei, Bruno",wikipedia,Rome
"Mattei, Bruno",howold,Italy
"Sylbert, Richard",wikipedia,Brooklyn
"Sylbert, Richard",howold,Wendell
"Kennedy, Rory",wikipedia,Elizabeth
"Kennedy, Rory",howold,Washington
"Strouse, Charles",wikipedia,New York
"Strouse, Charles",howold,New York
"Mickelson, Phil",wikipedia,San Diego
"Mickelson, Phil",howold,California
"Aames, Angela",wikipedia,Pierre
"Slezak, Victor",wikipedia,Youngstown
"Slezak, Victor",howold,Youngstown
"King, Carole",wikiquote,Klein
"King, Carole",latimes,Klein
"King, Carole",wikipedia,Manhattan
"King, Carole",howold,Brooklyn
"Parks, Hildy",wikipedia,Washington
"Parks, Hildy",howold,Washington
"McAbee, Cory",wikipedia,California
"McAbee, Cory",howold,California
"Clark, Greydon",wikipedia,Niles
"Clark, Greydon",howold,Niles
"Lilly, Evangeline",aceshowbiz,Fort Saskatchewan
"Lilly, Evangeline",wikipedia,Fort Saskatchewan
"Lilly, Evangeline",popsugar,Fort Saskatchewan
"Lilly, Evangeline",howold,Fort Saskatchewan
"Trinneer, Connor",wikipedia,Walla Walla
"Trinneer, Connor",howold,Walla Walla
"Welliver, Titus",wikipedia,New Haven
"Welliver, Titus",howold,New Haven
"Adam, Ken",wikipedia,Berlin
"Adam, Ken",howold,Berlin
"Alane, Bernard",wikipedia,Paris
"McElhone, Natascha",wikipedia,Surrey
"Keith, Penelope",wikipedia,Hatfield
"Keith, Penelope",howold,Sutton
"Hall, Deidre",latimes,Hollywood
"Hall, Deidre",wikipedia,Milwaukee
"Hall, Deidre",howold,Milwaukee
"Zatler, Barbara",wikipedia,Horsens
"Zatler, Barbara",howold,Horsens
"Prinz, Rosemary",wikipedia,New York
"Karras, Alex",wikipedia,Gary
"Karras, Alex",howold,Gary
"Marsalis, Wynton",wikiquote,New York
"Marsalis, Wynton",wikipedia,New Orleans
"Marsalis, Wynton",howold,Lincoln
"Ghai, Subhash",wikipedia,Nagpur
"Ghai, Subhash",howold,India
"Defrasne, Vincent",wikipedia,Pontarlier
"Defrasne, Vincent",howold,Pontarlier
"Normington, John",wikipedia,Stuart
"Normington, John",howold,Cheshire
"Couffer, Jack",wikipedia,Upland
"Couffer, Jack",howold,Upland
"Bryan, Sabrina",wikipedia,Yorba Linda
"Bryan, Sabrina",howold,California
"Schmid, Kyle",wikipedia,Mississauga
"Schmid, Kyle",howold,Ontario
"Weisman, Kevin",wikipedia,Los Angeles
"Weisman, Kevin",howold,California
"Balicki, Ron",wikipedia,Chicago
"Balicki, Ron",howold,Chicago
"Santiago, Renoly",lifetimetv,Trinidad
"Santiago, Renoly",wikipedia,Lajas
"Santiago, Renoly",howold,Puerto Rico
"Gering, Galen",wikipedia,Los Angeles
"Gering, Galen",howold,Los Angeles
"Leighton, Margaret",wikipedia,Barnt Green
"Leighton, Margaret",howold,England
"Whirry, Shannon",wikipedia,Green Lake
"Whirry, Shannon",howold,Green Lake
"Santiago, Saundra",wikipedia,The Bronx
"Santiago, Saundra",howold,The Bronx
"Shaffer, Erica",wikipedia,San Diego
"Shaffer, Erica",howold,California
"Bertram, Laura",wikipedia,Toronto
"Bertram, Laura",howold,Ontario
"Leeds, Gary",wikipedia,Glendale
"Astley, Edwin",wikipedia,Warrington
"Astley, Edwin",howold,Cheshire
"Chastain, Brandi",wikipedia,San Jose
"Chastain, Brandi",howold,California
"Agassi, Andre",wikipedia,Las Vegas
"Agassi, Andre",howold,Las Vegas
"Dorff, Stephen",wikipedia,Atlanta
"Dorff, Stephen",howold,Atlanta
"Sandrelli, Stefania",wikipedia,Viareggio
"Sandrelli, Stefania",howold,Viareggio
"Shawn, Dick",wikipedia,Buffalo
"Shawn, Dick",howold,Buffalo
"Orrico, Stacie",aceshowbiz,Seattle
"Orrico, Stacie",wikipedia,Seattle
"Orrico, Stacie",howold,Seattle
"Bibb, Leslie",wikipedia,Bismarck
"Bibb, Leslie",howold,Bismarck
"Thompson, Sada",wikipedia,Des Moines
"Thompson, Sada",howold,Des Moines
"Richard, Cliff",lifetimetv,Lucknow
"Richard, Cliff",wikipedia,Lucknow
"Richard, Cliff",howold,Lucknow
"Dolenz, Micky",wikipedia,Los Angeles
"Dolenz, Micky",howold,Los Angeles
"Tarnow, Toby",wikipedia,Gravelbourg
"Tarnow, Toby",howold,Gravelbourg
"Vardalos, Nia",wikipedia,Winnipeg
"Vardalos, Nia",howold,Winnipeg
"Willis, Bruce",wikiquote,Iraq
"Willis, Bruce",popsugar,Bedford
"Willis, Bruce",lifetimetv,West Germany
"Willis, Bruce",latimes,Idar-Oberstein
"Willis, Bruce",wikipedia,Idar-Oberstein
"Willis, Bruce",howold,Idar-Oberstein
"Willis, Bruce",aceshowbiz,Idar-Oberstein
"Kitt, Eartha",latimes,North
"Kitt, Eartha",wikipedia,North
"Kitt, Eartha",howold,North
"Stosur, Samantha",wikipedia,Brisbane
"Stosur, Samantha",howold,Australia
"Epstein, Jake",wikipedia,Toronto
"McHale, Joel",wikipedia,Rome
"McHale, Joel",popsugar,Fallon
"McHale, Joel",howold,Rome
"Gadaffi, Muammar",wikipedia,Libya
"Smith, Shawnee",wikipedia,Shawnee
"Smith, Shawnee",howold,Orangeburg
"Meyers, Ari",wikipedia,San Juan
"Meyers, Ari",howold,San Juan
"Shakeshaft, Jenny",wikipedia,Colorado
"Shakeshaft, Jenny",howold,Los Angeles
"Grubben, Linda",wikipedia,Stavanger
"Shandling, Garry",wikipedia,Chicago
"Shandling, Garry",howold,Chicago
"Sharif, Omar",wikipedia,Alexandria
"Sharif, Omar",howold,Alexandria
"Zupanc, Gregor",wikipedia,Belgrade
"Ibrahimovic, Zlatan",wikipedia,Manchester
"Ibrahimovic, Zlatan",howold,Sweden
"Zshornack, Zaldy",wikipedia,Manila
"Zshornack, Zaldy",howold,Philippines
"Handler, Daniel",wikiquote,Mill
"Handler, Daniel",wikipedia,San Francisco
"Handler, Daniel",howold,San Francisco
"Douglas, Illeana",wikipedia,Quincy
"Douglas, Illeana",howold,Quincy
"Blume, Judy",wikiquote,New Jersey
"Blume, Judy",wikipedia,Elizabeth
"Blume, Judy",howold,Elizabeth
"Ellroy, James",wikipedia,Los Angeles
"Ellroy, James",howold,California
"Stanis, BernNadette",lifetimetv,Trinidad
"Stanis, BernNadette",wikipedia,Brooklyn
"O'Donnell, Rosie",wikiquote,China
"O'Donnell, Rosie",wikipedia,Commack
"O'Donnell, Rosie",popsugar,Queens
"Dacascos, Mark",wikipedia,Honolulu
"Dacascos, Mark",howold,Hawaii
"Aidarov, Alexei",lifetimetv,Trinidad
"Aidarov, Alexei",wikipedia,Sverdlovsk
"Aidarov, Alexei",howold,Sverdlovsk
"Ziering, Ian",wikipedia,Newark
"Ziering, Ian",howold,Beverly Hills
"Rogers, Kasey",wikipedia,Morehouse
"Rogers, Kasey",howold,Morehouse
"Grint, Rupert",lifetimetv,Stevenage
"Grint, Rupert",wikipedia,Essex
"Grint, Rupert",popsugar,Stevenage
"Grint, Rupert",howold,Stevenage
"Rixon, Cheryl",lifetimetv,Trinidad
"Rixon, Cheryl",wikipedia,Perth
"Rixon, Cheryl",howold,Perth
"Duken, Ken",wikipedia,Heidelberg
"Duken, Ken",howold,Germany
"Perrette, Pauley",wikipedia,New Orleans
"Perrette, Pauley",howold,New Orleans
"Flockhart, Calista",wikipedia,Freeport
"Flockhart, Calista",popsugar,Freeport
"Flockhart, Calista",howold,Globe
"Blood, Richard",wikipedia,West Point
"Antony, Ross",wikipedia,Bridgnorth
"Antony, Ross",howold,Bridgnorth
"Dreyfuss, Richard",lifetimetv,UK
"Dreyfuss, Richard",latimes,Brooklyn
"Dreyfuss, Richard",wikipedia,Brooklyn
"Dreyfuss, Richard",howold,Brooklyn
"Kennedy, Page",wikipedia,Detroit
"Kennedy, Page",howold,Detroit
"Kebbell, Toby",wikipedia,Pontefract
"Kebbell, Toby",howold,Pontefract
"Stone, Marianne",wikipedia,London
"Stone, Marianne",howold,England
"Banionis, Donatas",wikipedia,Kaunas
"Banionis, Donatas",howold,Lithuania
"McIlroy, Joel",wikipedia,Sydney
"McIlroy, Joel",howold,Sydney
"Rickitt, Adam",wikipedia,Crewe
"Rickitt, Adam",howold,Cheshire
"Caulfield, Maxwell",wikipedia,Derbyshire
"Caulfield, Maxwell",howold,England
"Okino, Betty",wikipedia,Barcelona
"Okino, Betty",howold,Uganda
"Peeples, Nia",wikipedia,Hollywood
"Peeples, Nia",howold,California
"Franchi, Franco",wikipedia,Palermo
"Franchi, Franco",howold,Italy
Morrissey,wikiquote,England
Morrissey,wikipedia,Davyhulme
Morrissey,howold,Davyhulme
"Sizemore, Tom",wikipedia,Detroit
"Ronalds, Brian",lifetimetv,Trinidad
"Ronalds, Brian",wikipedia,Los Angeles
"Ronalds, Brian",howold,Hammond
"Lim, Giong",wikipedia,Changhua
"Lachey, Vanessa",wikipedia,Philippines
"James, LeBron",wikiquote,Miami
"James, LeBron",wikipedia,Akron
"James, LeBron",howold,Miami
"Powers, Stefanie",latimes,Hollywood
"Powers, Stefanie",wikipedia,Hollywood
"Powers, Stefanie",howold,Hollywood
"Shalabi, Menna",wikipedia,Cairo
"Shalabi, Menna",howold,Cairo
"Bassingthwaighte, Natalie",wikipedia,Wollongong
"Bassingthwaighte, Natalie",howold,South Wales
"International, Dana",wikipedia,Tel Aviv
"Bloom, Orlando",wikiquote,Orlando
"Bloom, Orlando",popsugar,Canterbury
"Bloom, Orlando",lifetimetv,Orlando
"Bloom, Orlando",latimes,Orlando
"Bloom, Orlando",wikipedia,Orlando
"Bloom, Orlando",howold,Paris
"Bloom, Orlando",aceshowbiz,Canterbury
"Jeauffre, Jean-Christophe",wikipedia,France
"Jeauffre, Jean-Christophe",howold,France
"Fraser, Moyra",wikipedia,Sydney
"Fraser, Moyra",howold,Douglas
"Holland, Jools",wikipedia,Blackheath
"Holland, Jools",howold,England
"Tatum, Channing",aceshowbiz,Cullman
"Tatum, Channing",wikipedia,Cullman
"Tatum, Channing",popsugar,Cullman
"Tatum, Channing",howold,Alabama
"Peters, Clarke",wikipedia,New York
"Peters, Clarke",howold,Englewood
"Chinery, Chip",wikipedia,Cincinnati
"Hoffman, Basil",wikipedia,Houston
"Hoffman, Basil",howold,Houston
"Bourdain, Anthony",wikiquote,New York
"Bourdain, Anthony",wikipedia,New York
"Bourdain, Anthony",howold,New York
"Valli, Frankie",wikipedia,Newark
"Valli, Frankie",howold,Newark
"Patric, Jason",wikipedia,Queens
"Patric, Jason",howold,Queens
"Oberoi, Suresh",wikipedia,Quetta
"Oberoi, Suresh",howold,Pakistan
"Brick, Richard",wikipedia,Manhattan
"Brick, Richard",howold,New York
"O'Sullivan, Ronnie",wikipedia,Wordsley
"Massaro, Ashley",wikipedia,New York
"Massaro, Ashley",howold,China
"Williams, Maisie",wikipedia,Williams
"Williams, Maisie",popsugar,Williams
"Williams, Maisie",howold,England
"Hasford, Gustav",wikipedia,Alabama
"Hasford, Gustav",howold,Alabama
"Evans, Monique",wikipedia,Brazil
"Evans, Monique",howold,Brazil
"Highsmith, Patricia",wikipedia,Fort Worth
"Highsmith, Patricia",howold,Fort Worth
"Starr, Freddie",wikipedia,Liverpool
"Starr, Freddie",howold,Liverpool
"Myles, Sophia",wikipedia,London
"Myles, Sophia",howold,England
"Francks, Don",wikipedia,Harvey
"Francks, Don",howold,British Columbia
"Draper, Polly",wikipedia,Gary
"Draper, Polly",howold,Gary
"Henry, Gregg",wikipedia,Lakewood
"Henry, Gregg",howold,Lakewood
"Paige, Janis",latimes,Tacoma
"Paige, Janis",wikipedia,Tacoma
"Paige, Janis",howold,Tacoma
"Cole, Marilyn",wikipedia,Portsmouth
"Cole, Marilyn",howold,Portsmouth
"Pointer, June",wikipedia,Oakland
"Pointer, June",howold,California
"Prejean, Carrie",wikipedia,San Diego
"Prejean, Carrie",howold,California
"Mailer, Norman",wikiquote,Los Angeles
"Mailer, Norman",wikipedia,Long Branch
"Mailer, Norman",howold,New Jersey
"Page, Ellen",wikiquote,Las Vegas
"Page, Ellen",aceshowbiz,Halifax
"Page, Ellen",wikipedia,Halifax
"Page, Ellen",popsugar,Halifax
"Page, Ellen",howold,Halifax
"Wasikowska, Mia",wikipedia,Canberra
"Wasikowska, Mia",popsugar,Canberra
"Wasikowska, Mia",howold,Canberra
"Shire, Talia",wikipedia,Lake Success
"Shire, Talia",howold,Lake Success
"Arcangeli, Domiziano",wikipedia,Venice
"Arcangeli, Domiziano",howold,Venice
"Bridges, Angelica",wikipedia,Las Vegas
"Bridges, Angelica",howold,Harrisonville
"Cohn, Mindy",wikipedia,Los Angeles
"Cohn, Mindy",howold,Beverly
"Yokoyama, Mitsuteru",wikipedia,Kobe
"Yokoyama, Mitsuteru",howold,Kobe
"Boakye, Kwesi",wikipedia,Los Angeles
"Boakye, Kwesi",howold,Los Angeles
"Letts, Tracy",wikipedia,Tulsa
"Letts, Tracy",howold,Tulsa
"Chart, Paul",wikipedia,London
"Chart, Paul",howold,London
"Cannon, J.D.",wikipedia,Salmon
"Yang, Rainie",wikipedia,Taipei
"Yang, Rainie",howold,Taiwan
"Hanevold, Halvard",wikipedia,Asker
"Hanevold, Halvard",howold,Asker
"McGwire, Mark",wikipedia,Pomona
"McGwire, Mark",howold,Los Angeles
"Lindstrom, Jon",wikipedia,Medford
"Lindstrom, Jon",howold,Collins
"Sagal, Katey",latimes,Los Angeles
"Sagal, Katey",aceshowbiz,Los Angeles
"Sagal, Katey",wikipedia,Los Angeles
"Sagal, Katey",howold,California
"Bowden, Katrina",wikipedia,Wyckoff
"Bowden, Katrina",howold,Wyckoff
"Hasselbeck, Elisabeth",wikipedia,Cranston
"Hasselbeck, Elisabeth",howold,Cranston
"Irvin, John",wikipedia,Newcastle
"Irvin, John",howold,England
"Debney, John",wikipedia,Glendale
"Debney, John",howold,Glendale
"Benatar, Pat",wikipedia,Brooklyn
"Benatar, Pat",howold,New York
"Hopper, Dennis",latimes,Dodge City
"Hopper, Dennis",wikipedia,Dodge City
"Hopper, Dennis",howold,Dodge City
"Maberly, Kate",wikipedia,Surrey
"Maberly, Kate",howold,England
"Bulloch, Jeremy",wikipedia,Market Harborough
"Bulloch, Jeremy",howold,Leicestershire
"Storch, Larry",wikipedia,New York
"Storch, Larry",howold,New York
"Massey, Bryan",wikipedia,Pontiac
"Agutter, Jenny",wikipedia,Taunton
"Agutter, Jenny",howold,England
"Sheridan, Dinah",wikipedia,Hampstead
"Sheridan, Dinah",howold,London
"Farnam, Henry",wikipedia,New York
"Farnam, Henry",howold,New York
"Bernstein, Elmer",latimes,New York
